avg_G1_current_a,avg_G1_rpm,avg_G1_temp_c,avg_G2_current_a,avg_G2_rpm,avg_G2_temp_c,avg_brewL_flow_ml_s,avg_brewL_pressure_bar,avg_brewL_temp_c,avg_brewR_flow_ml_s,avg_brewR_pressure_bar,avg_brewR_temp_c,avg_milk_temp_c,cleaning_cycle_id,code,description,error_code,product_id,severity,shot_idx,side,total_ml,ts,type,warning_code
2.002892437121194,1500.5257299587847,25.0,2.0104641389905993,1419.4953744641364,25.0,1.5998652754734812,9.044374831961829,91.57507168210688,1.6594845018131723,8.941561482364026,92.03331340197332,0.0,0,,espresso (LEFT) completed,,espresso,,1,LEFT,66.81667043437642,2025-01-01T06:00:24,product_completed,
2.137020859883464,1503.0423634969757,25.0,1.7190158467179992,1405.3690041458487,25.0,2.2552374429073327,8.968574287609254,91.94965241099695,2.2224058613265507,8.999687722426502,92.09052788580581,0.0,0,,lungo (RIGHT) completed,,lungo,,2,RIGHT,58.2093629550405,2025-01-01T06:00:45,product_completed,
1.9228606378481292,1490.2234433143133,25.0,1.8507470325223931,1416.940782653686,25.0,2.2376427731348567,8.969302240092473,91.70764804807956,2.156723148561805,9.020895592927555,92.01640113268894,0.0,0,,americano (BOTH) completed,,americano,,3,BOTH,63.71830586460158,2025-01-01T06:01:12.500000,product_completed,
2.191509577334505,1455.9252377523962,25.0,1.9184773506786033,1463.977801991681,25.0,2.1905425436933834,9.09047347995319,92.03961389477183,2.199883838676772,9.111776706030668,92.16199055630314,58.10761607289603,0,,cappuccino (LEFT) completed,,cappuccino,,4,LEFT,94.39416722095835,2025-01-01T06:01:53.500000,product_completed,
2.127762192123369,1487.0977532145632,25.0,1.8659609754794262,1447.549631304252,25.0,2.2561038939458684,9.149992655389038,92.40362102935221,2.191110166576796,8.98944585433951,91.96376490721553,57.931531002112585,0,,latte (RIGHT) completed,,latte,,5,RIGHT,57.81378278679463,2025-01-01T06:02:31.500000,product_completed,
2.228468700110893,1510.625274018527,25.0,1.7407018988238347,1426.2081897392143,25.0,2.1946067971685617,8.99214457867893,92.37010684894592,2.2403190890291125,9.015232625519443,92.02125465371871,57.787234211689714,0,,choco (BOTH) completed,,choco,,6,BOTH,106.43822126874419,2025-01-01T06:03:19,product_completed,
1.7727883488522032,1500.3826334649257,25.0,1.9098965297704746,1443.957725037509,25.0,1.6464229667756332,9.086284411301005,92.10454145105419,1.5705241103504552,9.069842347525556,92.09508821137804,0.0,0,,espresso (LEFT) completed,,espresso,,7,LEFT,54.6881003111435,2025-01-01T06:03:43,product_completed,
2.0353350087784987,1491.4575698605886,25.0,1.5958582869072193,1429.615370072016,25.0,2.239844620776877,9.018623057272208,91.76769639356189,2.2234927975966663,8.948149286505332,91.81079572712734,0.0,0,,lungo (RIGHT) completed,,lungo,,8,RIGHT,71.4133986939767,2025-01-01T06:04:05.500000,product_completed,
2.063234845746563,1504.706670497313,25.0,1.8177509600977626,1433.7992378409135,25.0,2.1843153938929185,9.028106089604929,92.13541284303962,2.1575226306979918,9.066450797051557,91.80594854293575,0.0,0,,americano (BOTH) completed,,americano,,9,BOTH,80.32400345493183,2025-01-01T06:04:35.500000,product_completed,
2.0198657075722752,1515.3698800097675,25.0,1.9573983319693582,1427.594233507265,25.0,2.1997885210446273,8.923986861930643,92.48955504020982,2.1982239719849432,9.040753493131657,91.82700066743212,57.6931540073299,0,,cappuccino (LEFT) completed,,cappuccino,,10,LEFT,83.56223736756186,2025-01-01T06:05:08.500000,product_completed,
1.9920288670280737,1505.8517343591648,25.0,2.0765987184595973,1448.6617786695017,25.0,2.198443189017365,8.930314288408079,92.32414643347505,2.2236581548613517,9.02562287454428,92.24715544327972,58.59790476463577,0,,latte (RIGHT) completed,,latte,,11,RIGHT,77.38677351787754,2025-01-01T06:05:43,product_completed,
1.989395952503275,1485.121410791276,25.0,1.743347196787645,1425.826329355039,25.0,2.175080964631806,9.102919330477954,91.85619945452005,2.206529059831498,8.989000479972164,91.9092026247807,58.17394743233731,0,,choco (BOTH) completed,,choco,,12,BOTH,61.34254034248626,2025-01-01T06:06:22,product_completed,
1.928269757416763,1476.468997524933,25.0,2.058926071828418,1366.497654396964,25.0,1.5816751152348745,8.83735946498881,91.84180310070595,1.5792333558578686,9.03399123819349,92.16559281849482,0.0,0,,espresso (LEFT) completed,,espresso,,13,LEFT,37.93090165311292,2025-01-01T06:06:40,product_completed,
1.8168483598669172,1461.6331953410042,25.0,1.9637233915358585,1449.5280539593705,25.0,2.225689436484834,8.918295067586627,92.28778953384094,2.1760880838439594,9.196846417449189,92.15075329974339,0.0,0,,lungo (RIGHT) completed,,lungo,,14,RIGHT,55.022219004109914,2025-01-01T06:07:06,product_completed,
1.9599219345449364,1472.083700628418,25.0,1.8731564490368295,1467.7523545277115,25.0,2.220617308019975,9.124217632903006,92.20553549064509,2.2097900196421723,8.870124457583566,92.00688614755802,0.0,0,,americano (BOTH) completed,,americano,,15,BOTH,88.60814655324293,2025-01-01T06:07:39.500000,product_completed,
1.895306378309302,1494.5012776541882,25.0,1.8133206104994866,1475.9727692257445,25.0,2.1722209917494313,8.990375940036655,92.07155051929728,2.2127876456056375,8.871763579155239,91.92687300610302,57.24969334471304,0,,cappuccino (LEFT) completed,,cappuccino,,16,LEFT,70.16013819768109,2025-01-01T06:08:16.500000,product_completed,
1.77821516745592,1503.9657459714238,25.0,2.0446043806555942,1445.315619293087,25.0,2.205325407328967,9.102765814979128,91.99477282231244,2.1512756733214884,9.000492947695514,92.02414454954373,57.895588017537825,0,,latte (RIGHT) completed,,latte,,17,RIGHT,89.31032215333437,2025-01-01T06:08:57.500000,product_completed,
2.085568252967234,1479.484269231104,25.0,1.606937815841139,1422.1272536114293,25.0,2.1714608220007756,8.959784149920393,91.81908073013184,2.2078346382101453,8.95281627476778,92.0092723126347,58.32624945486366,0,,choco (BOTH) completed,,choco,,18,BOTH,111.67203423537848,2025-01-01T06:09:40,product_completed,
2.099921227991311,1514.2580055452358,25.0,1.8468202163205123,1460.7343706130341,25.0,1.6165532195795171,8.827951244629897,92.3477532964592,1.6082075522128554,9.00941340921884,92.11325995668028,0.0,0,,espresso (LEFT) completed,,espresso,,19,LEFT,51.59617234867796,2025-01-01T06:10:01.500000,product_completed,
2.1343478936235347,1498.0590663462372,25.0,1.8654565133620054,1405.2414265328468,25.0,2.1813002065408926,9.024142310173094,91.77073775355618,2.217913756735246,8.957017811451646,91.84376925957788,0.0,0,,lungo (RIGHT) completed,,lungo,,20,RIGHT,61.58899548586594,2025-01-01T06:10:27,product_completed,
